id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30909113,"Private, Cozy, “Suite Nebraska” in Chevy Chase, DC",140816135,Laura & Sal,,"Hawthorne, Barnaby Woods, Chevy Chase",38.95889,-77.06923,Entire home/apt,103,2,8,2019-07-07,2.96,1,61
30909388,Accessible & Bright 2 bed 2 bath w/patio Eckington,4609346,Chelsea,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91585,-77.00364,Entire home/apt,150,1,4,2019-04-14,0.81,2,0
30911254,Cozy DC Rowhouse,20222808,Craig,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86684,-76.9804,Entire home/apt,100,3,40,2019-07-12,5.83,1,16
30931716,Bright 1BR in Dupont Circle w/ Gym by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91062,-77.04033,Entire home/apt,124,30,0,,,129,44
30931736,Modern 1BR 2mi from Nat'l Mall w/ Roofdeck by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.9113,-77.04177,Entire home/apt,122,30,1,2019-05-25,0.58,129,346
30931757,Charming 2BR 2mi from Capitol Bldg w/ Gym by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91079,-77.04073,Entire home/apt,178,30,0,,,129,364
30931779,"Cozy Dupont Circle Studio w/ Gym, steps to Metro",48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91054,-77.04029,Entire home/apt,97,30,0,,,129,241
30931904,Fresh and Bright Studio in Dupont Circle w/ Gym,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90981,-77.03982,Entire home/apt,97,30,1,2019-06-07,0.77,129,309
30931915,Corner 1BR Unit 15mins from Nat'l Mall by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91057,-77.04055,Entire home/apt,126,30,0,,,129,318
30931928,Spacious 1BR near Metro + Capitol w/ Gym by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90905,-77.04016,Entire home/apt,127,30,1,2019-05-11,0.45,129,351
30931936,Pet Friendly Dupont Circle 1BR w/ Roofdeck by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91122,-77.04068,Entire home/apt,126,30,1,2019-05-31,0.65,129,345
30931950,Ideal 1BR in Dupont Circle near Nat'l Mall by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90957,-77.04006,Entire home/apt,127,30,0,,,129,339
30931960,Corner 2BR Apt in DC w/ Gym + Pet Friendly by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91076,-77.04078,Entire home/apt,188,30,0,,,129,339
30931972,Light-filled 2BR 2mi from Capitol and Nat'l Mall,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90977,-77.04139,Entire home/apt,178,30,0,,,129,255
30931984,Roomy Studio in Dupont Circle w Amenities by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91057,-77.04052,Entire home/apt,98,30,1,2019-05-31,0.65,129,197
30931994,"Hip Dupont Circle Studio, Metro + Nightlife close",48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91073,-77.04148,Entire home/apt,98,30,0,,,129,224
30932005,Spacious & Bright 2BR w/ Gym + Roofdeck near Metro,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91042,-77.04182,Entire home/apt,178,30,1,2019-05-10,0.45,129,318
30932014,"Modern Corner Apt in Dupont Circle w/ Gym, by Zeus",48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91064,-77.04213,Entire home/apt,129,30,1,2019-05-20,0.53,129,207
30932027,Open 1BR w/ Amenities in Dupont Circ. near Capitol,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90905,-77.04191,Entire home/apt,131,30,0,,,129,44
30932039,Perfect 1BR near Nat'l Mall w/ Gym + Pet Friendly,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90992,-77.03987,Entire home/apt,129,30,1,2019-06-08,0.79,129,211
30932050,Spacious Studio in Dupont Circle w/ Gym + Rooftop,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.9095,-77.0417,Entire home/apt,107,30,0,,,129,332
30932057,Airy 2BR in Dupont Circle w/ Amenities by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90996,-77.0417,Entire home/apt,185,30,0,,,129,361
30932069,Corner 2BR in Dupont Circle w/ Amenities by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90937,-77.04009,Entire home/apt,181,30,0,,,129,334
30932080,Modern Studio in Dupont Circle w/ Gym by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90945,-77.04186,Entire home/apt,100,30,0,,,129,165
30932089,Stylish Studio in Dupont Circle w/ Rooftop + Gym,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91042,-77.04054,Entire home/apt,102,30,0,,,129,257
30932100,Spacious 2BR in Dupont Circle w/ Gym + Roofdeck,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91095,-77.0415,Entire home/apt,183,30,1,2019-05-01,0.39,129,353
30932111,Corner 1BR in Dupont w/ Gym + Roofdeck near Metro,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91001,-77.0402,Entire home/apt,132,30,0,,,129,328
30932128,Sunny Dupont Circle 1BR w/ Gym + Pet Friendly,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.9098,-77.04144,Entire home/apt,134,30,0,,,129,318
30932140,Chic & Roomy 1BR in Dupont Circle w/ Gym + Rooftop,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91062,-77.04171,Entire home/apt,132,30,1,2019-06-02,0.68,129,318
30932156,Spacious 2BR in Dupont Circle w/ Private Terrace,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91104,-77.04163,Entire home/apt,215,30,0,,,129,309
30932169,Airy Dupont Circle 1BR w/ Rooftop + Gym by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91053,-77.04171,Entire home/apt,134,30,1,2019-05-12,0.46,129,321
30932183,Stylish & Roomy Studio in Dupont Circle w/ Gym,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91102,-77.04217,Entire home/apt,103,30,0,,,129,253
30932202,Sunny Dupont Circle Studio w/ Gym + Deck by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90949,-77.04022,Entire home/apt,105,30,1,2019-06-09,0.81,129,306
30932218,Modern & Airy 2BR in Dupont Circle w/ Gym by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91,-77.04217,Entire home/apt,186,30,0,,,129,362
30932226,Sleek 2BR in Dupont Circle w/ Gym + Pet Friendly,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90902,-77.04035,Entire home/apt,188,30,0,,,129,39
30932238,Beautiful 1BR in Dupont Circle w/ Balcony by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91074,-77.04134,Entire home/apt,136,30,0,,,129,332
30932247,Roomy Dupont Circle 1BR .3mi Walk to Metro by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90939,-77.0413,Entire home/apt,137,30,0,,,129,288
30932255,Pet Friendly 1BR in Dupont Circ 2mi to GWU by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91104,-77.04122,Entire home/apt,136,30,0,,,129,327
30932267,Bright Studio in Dupont Circle w/ Gym by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91067,-77.04221,Entire home/apt,108,30,0,,,129,326
30932279,Spacious + Bright Dupont Circle 1BR w/ Balcony,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90967,-77.04154,Entire home/apt,173,30,1,2019-05-18,0.51,129,209
30932292,Ideal DC 2BR w/ Gym Access close to Metro by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90942,-77.04019,Entire home/apt,191,30,1,2019-06-17,1,129,224
30932305,Charming Studio in Dupont Circle w/ Gym by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91113,-77.04028,Entire home/apt,108,30,0,,,129,309
30932324,Fresh Dupont Circle 2BR 3mi to Natl Mall + Capitol,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90995,-77.04208,Entire home/apt,195,30,1,2019-06-16,1,129,332
30932334,Bright 2BR in Lively Dupont Circle near US Capitol,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91059,-77.04075,Entire home/apt,195,30,0,,,129,317
30932341,Pet Friendly + Bi-Level 1BR close to Nat'l Mall,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91073,-77.04193,Entire home/apt,161,30,0,,,129,318
30932356,Spacious Bi-Level 1BR w/ Balcony + Amenities in DC,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91072,-77.04075,Entire home/apt,166,30,0,,,129,319
30932374,Light-Filled Dupont Circle 2BR w/ Private Balcony,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90964,-77.04041,Entire home/apt,251,30,1,2019-06-20,1,129,347
30932383,Dupont Circle 2BR w/ Private Balcony + Gym by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.9105,-77.04189,Entire home/apt,205,30,0,,,129,311
30932390,Bi-Level 2BR in Dupont Circle w/ Amenities by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.91114,-77.0405,Entire home/apt,266,30,0,,,129,357
30932401,Modern 2BR w/ Amenities 3mi to US Capitol by Zeus,48005494,Zeus,,"Dupont Circle, Connecticut Avenue/K Street",38.90955,-77.04145,Entire home/apt,258,30,0,,,129,349
30937497,Distinct and exclusive next to all the action,66265896,Isaac,,"Capitol Hill, Lincoln Park",38.88837,-76.99155,Entire home/apt,75,2,7,2019-06-02,1.08,1,3
30939691,"Casa en el Chorro, La Tana",230409838,Gabriel,,"River Terrace, Benning, Greenway, Dupont Park",38.89162,-76.94801,Entire home/apt,3300,5,0,,,1,180
30952933,Carriage House Studio,36982214,Lance,,"Dupont Circle, Connecticut Avenue/K Street",38.91481,-77.03809,Entire home/apt,95,3,1,2019-01-08,0.16,1,0
30961130,Cozy and warm bedroom in the heart of DC,87574147,Vivi,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91694,-77.03421,Private room,55,1,15,2019-06-24,2.26,5,296
30962669,Beautiful one bedroom apartment in the heart of DC,118192806,Emily,,"Union Station, Stanton Park, Kingman Park",38.89793,-77.00849,Entire home/apt,140,1,0,,,1,0
30972845,"DC Modern, Spacious, Conveniently Located!",16297564,Samantha & Amir,,"Brightwood Park, Crestwood, Petworth",38.94697,-77.02177,Private room,40,1,44,2019-07-14,6.38,3,83
30980348,Private Room in Modern Walkable DC Row House,16297564,Samantha & Amir,,"Brightwood Park, Crestwood, Petworth",38.94362,-77.02512,Private room,40,1,43,2019-07-14,6.23,3,74
30981199,"WALKER'S Paradise in Capitol Hill 1 BR, 1 Bath",3448315,Allen,,"Capitol Hill, Lincoln Park",38.87953,-76.98847,Entire home/apt,97,4,13,2019-06-30,1.96,10,327
30983633,Private Suite in the <3 of DC,16297564,Samantha & Amir,,"Brightwood Park, Crestwood, Petworth",38.94724,-77.02255,Entire home/apt,55,1,54,2019-06-25,7.83,3,59
30989473,Heart of NoMa-Renovated 1 Bedroom English Basement,966723,Shella,,"Union Station, Stanton Park, Kingman Park",38.90485,-76.99898,Entire home/apt,90,2,28,2019-06-26,4.29,1,73
31016019,Private room in Adams Morgan,78592289,Orlando,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92217,-77.03752,Private room,70,1,13,2019-03-31,1.98,1,0
31016026,Stylish & Modern Apt in the heart of Shaw ~ Sleeps 4 WALK to metro!,46630199,Home Sweet City,,"Shaw, Logan Circle",38.91309,-77.01957,Entire home/apt,149,3,19,2019-07-01,3.17,59,148
31016474,"Convenient, Modern Apartment near H-Street!",17741442,Clinton,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90266,-76.98598,Entire home/apt,94,2,33,2019-07-10,4.81,1,60
31019513,Wonderful 1 Bedroom apartment Near Convention Ctr,16644446,Corporate,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90587,-77.03347,Entire home/apt,199,2,0,,,27,169
31019543,Cool townhouse in a cool neighborhood,11793019,Tai & Hannah,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91373,-77.01481,Entire home/apt,200,3,16,2019-07-08,2.42,4,98
31020799,Comfortable Private Room in Modern Townhouse,5215559,Otis,,"Woodridge, Fort Lincoln, Gateway",38.92277,-76.96127,Private room,25,1,7,2019-05-19,1.19,1,0
31022567,1 bedroom modern apartment with private entrance,133781954,Manuel,,"Georgetown, Burleith/Hillandale",38.90948,-77.06636,Entire home/apt,98,2,36,2019-07-14,7.20,1,300
31032813,"Studio, Dupont Circle, W/D, close to metro & GW by Blueground",107434423,Blueground,,"Dupont Circle, Connecticut Avenue/K Street",38.90573,-77.04711,Entire home/apt,154,30,0,,,55,69
31037830,Lovely 5Br/3.5Ba in Woodley Park 2 blocks to metro,81409,Lara And Keith,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92584,-77.05132,Entire home/apt,500,3,3,2019-06-27,2.37,3,300
31038283,SPARKLING CLEAN BUNK BEDS,61362641,Jack,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92384,-76.99669,Shared room,30,1,19,2019-05-31,2.98,11,144
31051058,"Spacious & Bright 2 Bd, 1.5 Ba English Basement",14398760,Joseph And Katie,,"Capitol Hill, Lincoln Park",38.88695,-76.99646,Entire home/apt,180,1,7,2019-06-23,3.44,1,119
31052327,Prime location English APT w Parking U ST Corridor,230370797,Jay,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91862,-77.02844,Entire home/apt,205,2,18,2019-05-26,3.07,2,70
31069064,Artist crib*close to metro & free private parking!,10284883,Fareeha,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95006,-77.00996,Private room,75,2,2,2019-04-08,0.37,1,14
31076918,Cool room in a cool neighborhood,11793019,Tai & Hannah,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91354,-77.01653,Private room,75,3,5,2019-05-09,0.84,4,290
31076922,Cool bedroom in a cool neighborhood,11793019,Tai & Hannah,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91261,-77.0165,Private room,85,3,4,2019-06-20,0.67,4,68
31083342,"Best DC location , modern, clean, in luxurious apt",181828788,Rikik,,"Union Station, Stanton Park, Kingman Park",38.90053,-77.00075,Entire home/apt,105,1,11,2019-06-09,1.78,1,0
31088980,BRAND NEW SPACIOUS TOWNHOUSE,27789799,Kevann,,"Congress Heights, Bellevue, Washington Highlands",38.8401,-76.99171,Private room,90,1,23,2019-05-27,4.23,1,250
31101647,SKY ( B ) Single House.Free parking in front,184509796,K  Harold,,"Sheridan, Barry Farm, Buena Vista",38.85778,-76.99684,Private room,53,2,5,2019-05-18,1.01,4,73
31105136,Woodland Retreat in Washington,21566476,Kerry,,"Brightwood Park, Crestwood, Petworth",38.94439,-77.04471,Entire home/apt,119,3,10,2019-07-14,1.86,1,31
31125533,Petworth studio close to Columbia Heights and U st,46151252,Tom,,"Brightwood Park, Crestwood, Petworth",38.9471,-77.02082,Entire home/apt,90,2,5,2019-05-05,1.27,1,130
31135143,lucas,208100464,Sirak,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90623,-76.98777,Private room,100,1,11,2019-07-04,2.32,2,333
31142482,"★Capitol Hill★ Monuments, Museums, FREE Trolley",487806,Stay BnB DC,,"Union Station, Stanton Park, Kingman Park",38.89793,-76.99703,Entire home/apt,65,2,13,2019-06-29,2.10,23,38
31143458,Single bed Victorian near Capitol Metro WIFI,13377,Scott,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91276,-77.00148,Private room,17,3,45,2019-07-12,6.92,2,9
31145946,Lovely apt on Georgia Ave,232795085,Hamza,,"Brightwood Park, Crestwood, Petworth",38.93815,-77.02348,Entire home/apt,100,1,7,2019-07-05,2.10,1,344
31146106,DOWNTOWN DC APT || PARKING || WALK TO SUBWAY!,232636724,Michael,,"Shaw, Logan Circle",38.91007,-77.02955,Entire home/apt,96,1,43,2019-07-11,6.48,2,33
31147065,WASHINGTON CENTRAL STUDIO APARTMENT❤️FREE PARKING,232636724,Michael,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9159,-77.02996,Entire home/apt,104,1,48,2019-07-13,7.24,2,79
31161347,Location! Location! Newly Built Unit,51197475,Saba,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93366,-77.03473,Entire home/apt,79,1,22,2019-07-01,6.95,1,0
31167292,Great Apartment in DC's Best Location,8831233,Walter,,"Dupont Circle, Connecticut Avenue/K Street",38.90859,-77.04826,Entire home/apt,100,2,1,2018-12-31,0.15,1,13
31170116,Full Home for Rent - 5 bedroom / 4 bath,6815691,Irby,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92453,-77.09838,Entire home/apt,299,2,0,,,1,0
31170678,Sunny studio in downtown DC,136416077,Noel,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90414,-77.02802,Entire home/apt,180,2,8,2019-07-07,1.36,1,0
31175541,BUNK BED WITH ONLY 4 GUESTS IN ROOM,61362641,Jack,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92582,-76.99716,Shared room,29,2,14,2019-06-26,2.36,11,83
31189367,Exclusive Apt in Shaw - Steps 2 shops/restaurants!,46630199,Home Sweet City,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91455,-77.01281,Entire home/apt,125,3,15,2019-06-29,2.66,59,167
31190454,Spacious & Modern Suite by Metro (Near E. Market),233193109,Nicholas,,"Capitol Hill, Lincoln Park",38.88615,-76.98327,Entire home/apt,110,2,27,2019-07-12,6.18,1,101
31191457,Cozy & Convenient Basement Studio,233203296,Mauricia,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96359,-77.00069,Entire home/apt,45,1,15,2019-07-04,5.23,1,270
31202974,Cheerful Sunny Bedroom near Takoma Metro,134792083,Christopher,,"Takoma, Brightwood, Manor Park",38.97195,-77.01933,Private room,40,1,10,2019-06-27,2.08,2,140
31205331,Modern apartment in heart of U Street Corridor,15044614,Sanjay,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91784,-77.03395,Entire home/apt,220,3,14,2019-05-28,3.39,2,73
31210240,Cozy Capitol Hill Apartment,56992845,Edwin,,"Capitol Hill, Lincoln Park",38.88392,-77.00088,Entire home/apt,95,1,25,2019-07-05,4.81,1,49
31213769,Private bedroom in a beautiful home,11793019,Tai & Hannah,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91312,-77.01695,Private room,60,3,6,2019-06-19,1.01,4,272
31221899,Room with Private Bathroom in Georgetown House,38546124,Diana,,"Georgetown, Burleith/Hillandale",38.91025,-77.06745,Private room,90,2,8,2019-05-10,1.28,2,86
31222034,Two bedrooms & private bath in Historic Victoria,4032815,Steven,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91263,-77.00344,Private room,100,2,8,2019-06-29,1.61,2,58
31222151,Modern & Quiet 1 Bedroom. Full kitchen & Bikes!,6308619,Chris,,"Woodridge, Fort Lincoln, Gateway",38.93277,-76.96396,Entire home/apt,67,2,28,2019-07-12,5.92,1,107
31222441,Welcome to Washington,57737727,Debra,,"Union Station, Stanton Park, Kingman Park",38.89888,-77.00112,Private room,200,4,0,,,1,174
31222679,Large Apartment in Charming Neighborhood,27241272,Alayna,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91451,-77.01074,Entire home/apt,120,1,10,2019-06-20,4.17,1,100
31223204,Cozy Basement w/Parking By Request -U St & Howard,159839010,Tri,,"Howard University, Le Droit Park, Cardozo/Shaw",38.92566,-77.02248,Private room,75,3,29,2019-06-30,4.83,9,43
31223778,Columbia heights/U-Street 3-bed Townhouse,229748614,Tesfaye,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92572,-77.02704,Entire home/apt,124,5,23,2019-07-08,4.29,1,73
31236410,Demeter House,19574474,Stephen,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90473,-77.01979,Entire home/apt,230,3,19,2019-07-06,3.17,1,174
31239094,"Clean, Convenient Apt. w/ Parking & Metro Access",24342765,Sara,,"Capitol Hill, Lincoln Park",38.88409,-76.98757,Entire home/apt,94,2,38,2019-07-07,6.44,1,143
31239154,Brand New Apartment in the Heart of Capitol Hill,4481188,Jenny,,"Union Station, Stanton Park, Kingman Park",38.89589,-76.99839,Entire home/apt,120,3,18,2019-07-10,4.06,1,17
31241819,A home away from home (Luxury Apartment) Apt #2,233733884,Sivenson,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87034,-76.9807,Entire home/apt,140,2,26,2019-06-27,4.11,1,353
31242133,H-Street D.C. Cozy and Luxurious Room,233211425,Matthew,,"Union Station, Stanton Park, Kingman Park",38.90319,-76.99422,Private room,85,1,40,2019-07-07,6.56,1,345
31249608,Perfect Cozy Row Home Near H St Union Market,23455172,Chris,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90484,-76.99213,Entire home/apt,149,2,38,2019-07-12,6.00,1,184
31255982,Home of Your Own in Downtown DC!,5161320,Susannah,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91162,-77.01494,Entire home/apt,375,2,3,2019-05-20,0.70,1,178
31264509,Studio-perfect location -(Dupont& Adm Morgan),81453500,Amira,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91891,-77.04534,Shared room,59,1,0,,,2,0
31272626,"Cozy studio-perfect location( 
Dupont- Adm Morgan)",81453500,Amira,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9203,-77.04541,Shared room,83,1,0,,,2,48
31282490,Hill East Nook,10728284,Rachel & Nat,,"Capitol Hill, Lincoln Park",38.89048,-76.98195,Entire home/apt,65,2,15,2019-05-29,3.31,1,42
31286029,EXTREMELY CLEAN AND 10 MINUTES TO METRO,61362641,Jack,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92699,-76.99827,Shared room,30,2,8,2019-07-06,1.31,11,46
31293115,Charming room steps from Convention Center & Metro,104618005,Eli,,"Shaw, Logan Circle",38.9072,-77.02314,Private room,80,1,51,2019-06-29,9.62,2,30
31297674,Executive Spacious  3-story Townhouse,234247933,Pasho,,"West End, Foggy Bottom, GWU",38.90362,-77.04966,Entire home/apt,349,2,19,2019-06-23,3.29,3,52
31306721,Victorian Row House minutes to US Capitol,219339056,Josh,,"Union Station, Stanton Park, Kingman Park",38.89218,-77.00065,Entire home/apt,170,3,27,2019-07-12,6.14,1,34
31310107,Cozy 2nd Room w/Parking By Request - U St & Howard,159839010,Tri,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92411,-77.02399,Private room,75,3,15,2019-06-16,2.56,9,69
31310533,Spacious room with private bath on U st,44376397,Vita,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91787,-77.03361,Private room,80,1,9,2019-06-24,1.82,3,158
31310628,Executive One Bedroom Basement,234247933,Pasho,,"West End, Foggy Bottom, GWU",38.90274,-77.04988,Entire home/apt,159,2,20,2019-07-10,3.49,3,135
31311686,Awesome Location Capitol Hill,234360334,Sandra,,"Capitol Hill, Lincoln Park",38.88245,-76.99794,Entire home/apt,220,1,1,2019-03-31,0.28,1,9
31312464,Artist's Home in Bloomingdale—1 private bedroom—B,1468624,Rania,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91236,-77.01153,Private room,68,1,6,2019-06-05,1.48,3,102
31313892,Cozy 1st Room w/Parking By Request - U St & Howard,159839010,Tri,,"Howard University, Le Droit Park, Cardozo/Shaw",38.92601,-77.02242,Private room,75,3,14,2019-06-28,2.37,9,59
31315484,Cozy 3rd Room w/Parking By Request - U St & Howard,159839010,Tri,,"Howard University, Le Droit Park, Cardozo/Shaw",38.92429,-77.02243,Private room,70,3,24,2019-06-29,4.04,9,35
31316652,Art-filled Spacious Row House in Columbia Heights,234411539,Karen,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93419,-77.02529,Entire home/apt,115,2,29,2019-07-06,4.89,1,3
31332079,Hill East Hideaway,195016684,Todd,,"Capitol Hill, Lincoln Park",38.88782,-76.98361,Private room,100,1,0,,,1,16
31338157,Amazing Logan Circle 2bdrm Bsmt Apt/ Conv Ctr.,90117890,Jonathan,,"Shaw, Logan Circle",38.91101,-77.02695,Entire home/apt,189,3,7,2019-07-07,3.62,3,232
31341499,Star of N Street,220082929,Anna,,"West End, Foggy Bottom, GWU",38.90761,-77.04707,Entire home/apt,130,3,17,2019-05-24,2.90,2,77
31355104,★Chef's Delight★ Monuments+Museums+Metro+More!,487806,Stay BnB DC,,"Union Station, Stanton Park, Kingman Park",38.89766,-76.99731,Entire home/apt,95,2,23,2019-06-29,3.92,23,36
31359304,Private In-Law Suite | Separate Entrance,25599130,Cameron,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90211,-76.98446,Entire home/apt,65,2,61,2019-07-10,10.11,1,5
31360515,Capitol Hill Apartment with Convenience and Charm,124886166,Brad,,"Capitol Hill, Lincoln Park",38.88524,-76.99314,Entire home/apt,82,1,3,2019-05-16,0.56,4,51
31378528,"Oasis bdrm w/balcony, Central* 1/2min walk 2metro",233783709,Sophia,,"North Cleveland Park, Forest Hills, Van Ness",38.94475,-77.06027,Private room,50,4,12,2019-05-26,1.97,2,0
31379194,Excellent space for families in Washington DC,8349115,T,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95971,-77.0029,Entire home/apt,117,2,6,2019-06-23,1.01,2,2
31382358,"Hip, Stylish Apartment Near Historic H Street Corridor",235029370,Jacie,,"Union Station, Stanton Park, Kingman Park",38.90208,-76.98872,Entire home/apt,79,2,35,2019-07-12,5.97,1,96
31385623,Marriott Vacation Club Pulse at The Mayflower,16222167,Sho,,"Dupont Circle, Connecticut Avenue/K Street",38.90346,-77.04078,Entire home/apt,215,2,0,,,1,365
31388922,Cozy Condo Unit,31990253,Kevin,,"Capitol Hill, Lincoln Park",38.87781,-76.98729,Entire home/apt,125,3,2,2019-06-14,0.41,1,0
31389662,Centrally located on Capitol Hill/Eastern Market,94118095,Warren,,"Capitol Hill, Lincoln Park",38.88764,-76.99374,Entire home/apt,220,1,20,2019-07-06,3.68,1,223
31390651,"Convenient,Quiet,Updated DC Apt-access all of DC!",133392930,Alex,,"Brightwood Park, Crestwood, Petworth",38.95437,-77.0127,Entire home/apt,75,1,46,2019-07-12,7.89,1,76
31390865,Bright Room w Soaring Ceilings + Private Bath,1158402,Laura,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86843,-76.98532,Private room,40,4,19,2019-07-13,3.10,2,40
31403640,Luxury Capitol Hill Retreat in Traditional & Trendy Location,27837666,John,,"Union Station, Stanton Park, Kingman Park",38.89732,-76.99696,Entire home/apt,115,1,63,2019-07-14,10.33,1,91
